root,depth,terminal,cycle,unresolved,path
report.facilityaddress_select,0,leaf,0,0,"report.facilityaddress_select"
report.facilitydatabybillingperiod,0,leaf,0,0,"report.facilitydatabybillingperiod"
report.facilityinfobynumber,0,leaf,0,0,"report.facilityinfobynumber"
report.get_agencydashboard_fy_co2emissionsagencyvscw,0,leaf,0,0,"report.get_agencydashboard_fy_co2emissionsagencyvscw"
report.get_agencydashboard_fy_utilityenergyagencyvscw,0,leaf,0,0,"report.get_agencydashboard_fy_utilityenergyagencyvscw"
report.getattributestoagency,0,leaf,0,0,"report.getattributestoagency"
report.getcustomreportcolumns,0,leaf,0,0,"report.getcustomreportcolumns"
report.getcustomreportsdata,0,leaf,0,0,"report.getcustomreportsdata"
report.loadfactorhistorybyaccount,0,leaf,0,0,"report.loadfactorhistorybyaccount"
report.powerbi_published_usageanddemanddeviationreport,0,leaf,0,0,"report.powerbi_published_usageanddemanddeviationreport"
report.ups_budgetsurvey_activeaccountlist,0,leaf,0,0,"report.ups_budgetsurvey_activeaccountlist"
report.usagecostemissionbyaccount,0,leaf,0,0,"report.usagecostemissionbyaccount"
report.usp_accountinformationbyaccountnumber,1,leaf,0,0,"report.usp_accountinformationbyaccountnumber > audit.usp_addreportusagelog"
report.usp_accountlevelbillinghistory,1,leaf,0,0,"report.usp_accountlevelbillinghistory > audit.usp_addreportusagelog"
report.usp_accountlistfortariffreportexport,1,leaf,0,0,"report.usp_accountlistfortariffreportexport > audit.usp_addreportusagelog"
report.usp_accountsbyattributeexport,0,leaf,0,0,"report.usp_accountsbyattributeexport"
report.usp_activeaccountsbyagency,1,leaf,0,0,"report.usp_activeaccountsbyagency > audit.usp_addreportusagelog"
report.usp_activeaccountsbyagency_upgrade,1,leaf,0,0,"report.usp_activeaccountsbyagency_upgrade > audit.usp_addreportusagelog"
report.usp_activeenergyaccountmeterlist,1,leaf,0,0,"report.usp_activeenergyaccountmeterlist > audit.usp_addreportusagelog"
report.usp_agencydashboard_agencyenergyusagebyfacilitystatistics,0,leaf,0,0,"report.usp_agencydashboard_agencyenergyusagebyfacilitystatistics"
report.usp_agencydashboard_annualenergyusageretrieveagencycurrentvspriorfy,0,leaf,0,0,"report.usp_agencydashboard_annualenergyusageretrieveagencycurrentvspriorfy"
report.usp_agencydashboard_annualenergyusageretrieveagencyvscitywide,0,leaf,0,0,"report.usp_agencydashboard_annualenergyusageretrieveagencyvscitywide"
report.usp_agencydashboard_annualenergyusageretrieveagencyvscitywideratio,0,leaf,0,0,"report.usp_agencydashboard_annualenergyusageretrieveagencyvscitywideratio"
report.usp_agencydashboard_annualenergyusageretrievecitywidecurrentvspriorfy,0,leaf,0,0,"report.usp_agencydashboard_annualenergyusageretrievecitywidecurrentvspriorfy"
report.usp_agencydashboard_annualenergyusecomparedtocity,0,leaf,0,0,"report.usp_agencydashboard_annualenergyusecomparedtocity"
report.usp_agencydashboard_costperunitusageretrieveagencyrolling12months,0,leaf,0,0,"report.usp_agencydashboard_costperunitusageretrieveagencyrolling12months"
report.usp_agencydashboard_costperunitusageretrievecitywiderolling12months,0,leaf,0,0,"report.usp_agencydashboard_costperunitusageretrievecitywiderolling12months"
report.usp_agencydashboard_estimatedaccountspercentageretrieveagencyrolling12months,0,leaf,0,0,"report.usp_agencydashboard_estimatedaccountspercentageretrieveagencyrolling12months"
report.usp_agencydashboard_estimatedaccountspercentageretrievecitywiderolling12months,0,leaf,0,0,"report.usp_agencydashboard_estimatedaccountspercentageretrievecitywiderolling12months"
report.usp_agencydashboard_heatingcoolingdegreedayscounts,0,leaf,0,0,"report.usp_agencydashboard_heatingcoolingdegreedayscounts"
report.usp_agencydashboard_monthlyenergychangescomparedtosamemonth,0,leaf,0,0,"report.usp_agencydashboard_monthlyenergychangescomparedtosamemonth"
report.usp_agencydashboard_monthlyenergyusageretrieveagencycurrentfy,0,leaf,0,0,"report.usp_agencydashboard_monthlyenergyusageretrieveagencycurrentfy"
report.usp_agencydashboard_usagedemanddeviationcurrentvspriorperiod,0,leaf,0,0,"report.usp_agencydashboard_usagedemanddeviationcurrentvspriorperiod"
report.usp_agencyleveladjustmentsbybillingperiod,1,leaf,0,0,"report.usp_agencyleveladjustmentsbybillingperiod > audit.usp_addreportusagelog"
report.usp_bwt_billing_request,0,leaf,0,0,"report.usp_bwt_billing_request"
report.usp_chart_citywideenergycomparison,0,leaf,0,0,"report.usp_chart_citywideenergycomparison"
report.usp_dataexport_accountadjustment,1,leaf,0,0,"report.usp_dataexport_accountadjustment > audit.usp_addreportusagelog"
report.usp_dataexport_accountandmeterchangeincurrentperiod,0,leaf,0,0,"report.usp_dataexport_accountandmeterchangeincurrentperiod"
report.usp_dataexport_accountreviewforclosure,1,leaf,0,0,"report.usp_dataexport_accountreviewforclosure > audit.usp_addreportusagelog"
report.usp_dataexport_accountwithestimatedreading,1,leaf,0,0,"report.usp_dataexport_accountwithestimatedreading > audit.usp_addreportusagelog"
report.usp_dataexport_accountwithloadfactorlargerthanone,1,leaf,0,0,"report.usp_dataexport_accountwithloadfactorlargerthanone > audit.usp_addreportusagelog"
report.usp_dataexport_activeaccountmeterlist,1,leaf,0,0,"report.usp_dataexport_activeaccountmeterlist > audit.usp_addreportusagelog"
report.usp_dataexport_manualbillingcredittransfer,1,leaf,0,0,"report.usp_dataexport_manualbillingcredittransfer > audit.usp_addreportusagelog"
report.usp_dataexport_tariffchangetracking,1,leaf,0,0,"report.usp_dataexport_tariffchangetracking > audit.usp_addreportusagelog"
report.usp_dataexportactiveaccountmeterlist,0,leaf,0,0,"report.usp_dataexportactiveaccountmeterlist"
report.usp_demandusagespikesreport_export,0,leaf,0,0,"report.usp_demandusagespikesreport_export"
report.usp_eiap,0,leaf,0,0,"report.usp_eiap"
report.usp_eiap_total_summary,0,leaf,0,0,"report.usp_eiap_total_summary"
report.usp_energyusagespikesreport_export,0,leaf,0,0,"report.usp_energyusagespikesreport_export"
report.usp_estimatedmeterreadingsreport,0,leaf,0,0,"report.usp_estimatedmeterreadingsreport"
report.usp_getaccountagencyuctarifflookupdata,0,leaf,0,0,"report.usp_getaccountagencyuctarifflookupdata"
report.usp_getaccountmeterexchangehistoryforcleanenergyaccounts,0,leaf,0,0,"report.usp_getaccountmeterexchangehistoryforcleanenergyaccounts"
report.usp_getaccountmeterexchangehistoryfornuenergenaccounts,0,leaf,0,0,"report.usp_getaccountmeterexchangehistoryfornuenergenaccounts"
report.usp_getallfacilitieslinkedtoaproperty,1,leaf,0,0,"report.usp_getallfacilitieslinkedtoaproperty > audit.usp_addreportusagelog"
report.usp_getallpropertieslinkedtoafacility,1,leaf,0,0,"report.usp_getallpropertieslinkedtoafacility > audit.usp_addreportusagelog"
report.usp_getheatingcoolingdegreedays,0,leaf,0,0,"report.usp_getheatingcoolingdegreedays"
report.usp_getheatingcoolingdegreedays_updated,1,leaf,0,0,"report.usp_getheatingcoolingdegreedays_updated > audit.usp_addreportusagelog"
report.usp_getmonthlyagencyfacilitydata,1,leaf,0,0,"report.usp_getmonthlyagencyfacilitydata > audit.usp_addreportusagelog"
report.usp_getmonthlyagencyfacilitydatafor12months,1,leaf,0,0,"report.usp_getmonthlyagencyfacilitydatafor12months > audit.usp_addreportusagelog"
report.usp_getmonthlyfacilitydatabysubtype,1,leaf,0,0,"report.usp_getmonthlyfacilitydatabysubtype > audit.usp_addreportusagelog"
report.usp_getutilitycompanytariffenergytypelookup,0,leaf,0,0,"report.usp_getutilitycompanytariffenergytypelookup"
report.usp_heatingcoolingdegreedays_export,1,leaf,0,0,"report.usp_heatingcoolingdegreedays_export > audit.usp_addreportusagelog"
report.usp_loadfactor_getaccountloadfactorinformation,1,leaf,0,0,"report.usp_loadfactor_getaccountloadfactorinformation > audit.usp_addreportusagelog"
report.usp_loadfactor_getaccountloadfactorinformation_upgrade,1,leaf,0,0,"report.usp_loadfactor_getaccountloadfactorinformation_upgrade > audit.usp_addreportusagelog"
report.usp_loadfactor_getaccountloadfactorinformationexport,1,leaf,0,0,"report.usp_loadfactor_getaccountloadfactorinformationexport > audit.usp_addreportusagelog"
report.usp_loadfactor_getallaccountloadfactorinformation,1,leaf,0,0,"report.usp_loadfactor_getallaccountloadfactorinformation > audit.usp_addreportusagelog"
report.usp_loadfactor_getsinglefacilityaccountsloadfactorinformationexport,0,leaf,0,0,"report.usp_loadfactor_getsinglefacilityaccountsloadfactorinformationexport"
report.usp_lookup_accountadjustmentforselectedperiod,0,leaf,0,0,"report.usp_lookup_accountadjustmentforselectedperiod"
report.usp_lookup_accountinformation,1,leaf,0,0,"report.usp_lookup_accountinformation > audit.usp_addreportusagelog"
report.usp_lookup_accountinformation_upgrade,1,leaf,0,0,"report.usp_lookup_accountinformation_upgrade > audit.usp_addreportusagelog"
report.usp_lookup_accountinformationdetail,0,leaf,0,0,"report.usp_lookup_accountinformationdetail"
report.usp_lookup_accountmonthlysummary,0,leaf,0,0,"report.usp_lookup_accountmonthlysummary"
report.usp_lookup_accountmonthlysummary_updated,0,leaf,0,0,"report.usp_lookup_accountmonthlysummary_updated"
report.usp_lookup_facilityaccountmeterinformationinxml,0,leaf,0,0,"report.usp_lookup_facilityaccountmeterinformationinxml"
report.usp_lookup_facilityinformation,1,leaf,0,0,"report.usp_lookup_facilityinformation > audit.usp_addreportusagelog"
report.usp_lookup_facilityinformationdetail,0,leaf,0,0,"report.usp_lookup_facilityinformationdetail"
report.usp_lookup_getaccountdetailfortariffreport,1,leaf,0,0,"report.usp_lookup_getaccountdetailfortariffreport > audit.usp_addreportusagelog"
report.usp_lookup_getaccountdetailfortariffreport_updated,1,leaf,0,0,"report.usp_lookup_getaccountdetailfortariffreport_updated > audit.usp_addreportusagelog"
report.usp_lookup_getaccountlistfortariffreport,1,leaf,0,0,"report.usp_lookup_getaccountlistfortariffreport > audit.usp_addreportusagelog"
report.usp_lookup_getaccountlistfortariffreport_updated,1,leaf,0,0,"report.usp_lookup_getaccountlistfortariffreport_updated > audit.usp_addreportusagelog"
report.usp_lookup_getserviceclassificationlist,0,leaf,0,0,"report.usp_lookup_getserviceclassificationlist"
report.usp_lookup_listofclosedaccountswithbilling,0,leaf,0,0,"report.usp_lookup_listofclosedaccountswithbilling"
report.usp_lookupagencyandfacilityinformation,1,leaf,0,0,"report.usp_lookupagencyandfacilityinformation > audit.usp_addreportusagelog"
report.usp_lookupagencyandfacilityinformation_updated,1,leaf,0,0,"report.usp_lookupagencyandfacilityinformation_updated > audit.usp_addreportusagelog"
report.usp_monthlyagencydatabyenergytype,1,leaf,0,0,"report.usp_monthlyagencydatabyenergytype > audit.usp_addreportusagelog"
report.usp_monthlyagencydatabyenergytype_export,1,leaf,0,0,"report.usp_monthlyagencydatabyenergytype_export > audit.usp_addreportusagelog"
report.usp_nationalgridcurrentbillingcreditsandarrears,0,leaf,0,0,"report.usp_nationalgridcurrentbillingcreditsandarrears"
report.usp_nypa_actualandminimumdemandbilling,1,leaf,0,0,"report.usp_nypa_actualandminimumdemandbilling > audit.usp_addreportusagelog"
report.usp_nypa_encorebilling,0,leaf,0,0,"report.usp_nypa_encorebilling"
report.usp_nypa_encorebillingloaninformation,0,leaf,0,0,"report.usp_nypa_encorebillingloaninformation"
report.usp_published_accountandmeterlisting,1,leaf,0,0,"report.usp_published_accountandmeterlisting > audit.usp_addreportusagelog"
report.usp_published_accountandmeterlisting_excelexport,1,leaf,0,0,"report.usp_published_accountandmeterlisting_excelexport > audit.usp_addreportusagelog"
report.usp_published_accountandmeterlisting_upgrade,1,leaf,0,0,"report.usp_published_accountandmeterlisting_upgrade > audit.usp_addreportusagelog"
report.usp_published_accountsbyutilitycompanyandserviceclass,1,leaf,0,0,"report.usp_published_accountsbyutilitycompanyandserviceclass > audit.usp_addreportusagelog"
report.usp_published_activeaccountsnotbilledreport,1,leaf,0,0,"report.usp_published_activeaccountsnotbilledreport > audit.usp_addreportusagelog"
report.usp_published_activeaccountswithnoactivemeters,1,leaf,0,0,"report.usp_published_activeaccountswithnoactivemeters > audit.usp_addreportusagelog"
report.usp_published_agencyexceldata,1,leaf,0,0,"report.usp_published_agencyexceldata > audit.usp_addreportusagelog"
report.usp_published_closedaccountsbilledreport,1,leaf,0,0,"report.usp_published_closedaccountsbilledreport > audit.usp_addreportusagelog"
report.usp_published_corereportcitywide,1,leaf,0,0,"report.usp_published_corereportcitywide > audit.usp_addreportusagelog"
report.usp_published_corereportreportaccountlevel,1,leaf,0,0,"report.usp_published_corereportreportaccountlevel > audit.usp_addreportusagelog"
report.usp_published_corereportreportaccountlevelsubreport,1,leaf,0,0,"report.usp_published_corereportreportaccountlevelsubreport > audit.usp_addreportusagelog"
report.usp_published_corereportreportagencylevel,1,leaf,0,0,"report.usp_published_corereportreportagencylevel > audit.usp_addreportusagelog"
report.usp_published_currentperiodaccountmeterchanges,1,leaf,0,0,"report.usp_published_currentperiodaccountmeterchanges > audit.usp_addreportusagelog"
report.usp_published_energyandghgemissionreport,0,leaf,0,0,"report.usp_published_energyandghgemissionreport"
report.usp_published_energychangereportallfacilities,1,leaf,0,0,"report.usp_published_energychangereportallfacilities > audit.usp_addreportusagelog"
report.usp_published_energychangereportdataexport,1,leaf,0,0,"report.usp_published_energychangereportdataexport > audit.usp_addreportusagelog"
report.usp_published_energychangereportexcelexport,1,leaf,0,0,"report.usp_published_energychangereportexcelexport > audit.usp_addreportusagelog"
report.usp_published_energycomparisondashboardreport_updated,1,leaf,0,0,"report.usp_published_energycomparisondashboardreport_updated > audit.usp_addreportusagelog"
report.usp_published_energycomparisonreportagencylevel,0,leaf,0,0,"report.usp_published_energycomparisonreportagencylevel"
report.usp_published_energycomparisonreportagencylevel_updated,1,leaf,0,0,"report.usp_published_energycomparisonreportagencylevel_updated > audit.usp_addreportusagelog"
report.usp_published_energycomparisonreportagencylevel_updated,1,leaf,0,0,"report.usp_published_energycomparisonreportagencylevel_updated > report.usp_report_getcustomagencylist"
report.usp_published_energycomparisonreportcitywide,1,leaf,0,0,"report.usp_published_energycomparisonreportcitywide > audit.usp_addreportusagelog"
report.usp_published_energycomparisonreportcitywide_updated,1,leaf,0,0,"report.usp_published_energycomparisonreportcitywide_updated > audit.usp_addreportusagelog"
report.usp_published_energydeviationreport,1,leaf,0,0,"report.usp_published_energydeviationreport > audit.usp_addreportusagelog"
report.usp_published_energyparametersforcustomperiod,1,leaf,0,0,"report.usp_published_energyparametersforcustomperiod > audit.usp_addreportusagelog"
report.usp_published_energyparametersforcustomperiod_updated,1,leaf,0,0,"report.usp_published_energyparametersforcustomperiod_updated > audit.usp_addreportusagelog"
report.usp_published_estimatedmeterreadings,1,leaf,0,0,"report.usp_published_estimatedmeterreadings > audit.usp_addreportusagelog"
report.usp_published_estimatedmeterreadings_upgrade,1,leaf,0,0,"report.usp_published_estimatedmeterreadings_upgrade > audit.usp_addreportusagelog"
report.usp_published_facilityexceldata,1,leaf,0,0,"report.usp_published_facilityexceldata > audit.usp_addreportusagelog"
report.usp_published_facilityexceldata_upgrade,1,leaf,0,0,"report.usp_published_facilityexceldata_upgrade > audit.usp_addreportusagelog"
report.usp_published_getaccountextentedbillinginformationbyagencycode,1,leaf,0,0,"report.usp_published_getaccountextentedbillinginformationbyagencycode > audit.usp_addreportusagelog"
report.usp_published_getaccountextentedbillinginformationbyagencycode_added_zecscharges,1,leaf,0,0,"report.usp_published_getaccountextentedbillinginformationbyagencycode_added_zecscharges > audit.usp_addreportusagelog"
report.usp_published_getaccountextentedbillinginformationbyagencycode_updated,1,leaf,0,0,"report.usp_published_getaccountextentedbillinginformationbyagencycode_updated > audit.usp_addreportusagelog"
report.usp_published_getaccountinformationbyagencycode,1,leaf,0,0,"report.usp_published_getaccountinformationbyagencycode > audit.usp_addreportusagelog"
report.usp_published_getdegreedayinformation,0,leaf,0,0,"report.usp_published_getdegreedayinformation"
report.usp_published_getmeterbillinghistoryinformation,0,leaf,0,0,"report.usp_published_getmeterbillinghistoryinformation"
report.usp_published_getmeterbillinghistoryinformation_excelexport,1,leaf,0,0,"report.usp_published_getmeterbillinghistoryinformation_excelexport > audit.usp_addreportusagelog"
report.usp_published_getmeterbillinghistoryinformation_excelexportheader,0,leaf,0,0,"report.usp_published_getmeterbillinghistoryinformation_excelexportheader"
report.usp_published_getmeterextentedbillinginformation,1,leaf,0,0,"report.usp_published_getmeterextentedbillinginformation > audit.usp_addreportusagelog"
report.usp_published_getmeterextentedbillinginformation_updated,1,leaf,0,0,"report.usp_published_getmeterextentedbillinginformation_updated > audit.usp_addreportusagelog"
report.usp_published_getmeterextentedbillinginformation_updated_backup_not_in_use,1,leaf,0,0,"report.usp_published_getmeterextentedbillinginformation_updated_backup_not_in_use > audit.usp_addreportusagelog"
report.usp_published_getmonthlyagencydata,1,leaf,0,0,"report.usp_published_getmonthlyagencydata > audit.usp_addreportusagelog"
report.usp_published_getmonthlyagencydataonly,1,leaf,0,0,"report.usp_published_getmonthlyagencydataonly > audit.usp_addreportusagelog"
report.usp_published_getmonthlyagencydataonly_desc,1,leaf,0,0,"report.usp_published_getmonthlyagencydataonly_desc > audit.usp_addreportusagelog"
report.usp_published_getmonthlyagencydataonly_upgrade,1,leaf,0,0,"report.usp_published_getmonthlyagencydataonly_upgrade > audit.usp_addreportusagelog"
report.usp_published_getmonthlyagencyfacilitydata,1,leaf,0,0,"report.usp_published_getmonthlyagencyfacilitydata > audit.usp_addreportusagelog"
report.usp_published_getmonthlyagencyfacilitydata12month,1,leaf,0,0,"report.usp_published_getmonthlyagencyfacilitydata12month > audit.usp_addreportusagelog"
report.usp_published_getmonthlyagencyfacilitydata2,1,leaf,0,0,"report.usp_published_getmonthlyagencyfacilitydata2 > audit.usp_addreportusagelog"
report.usp_published_getmonthlycitywidesummarydata,1,leaf,0,0,"report.usp_published_getmonthlycitywidesummarydata > audit.usp_addreportusagelog"
report.usp_published_lookupagencycodesbyemailaddress,0,leaf,0,0,"report.usp_published_lookupagencycodesbyemailaddress"
report.usp_published_lookupagencydivisioninformation,0,leaf,0,0,"report.usp_published_lookupagencydivisioninformation"
report.usp_published_lookupagencyinformation,0,leaf,0,0,"report.usp_published_lookupagencyinformation"
report.usp_published_lookupdegreedayinformation,0,leaf,0,0,"report.usp_published_lookupdegreedayinformation"
report.usp_published_lookupfacilitybysepecificagencyinformation,0,leaf,0,0,"report.usp_published_lookupfacilitybysepecificagencyinformation"
report.usp_published_lookuppublishedbillingperiod,0,leaf,0,0,"report.usp_published_lookuppublishedbillingperiod"
report.usp_published_lookuppublishedbillingperiodlabels,0,leaf,0,0,"report.usp_published_lookuppublishedbillingperiodlabels"
report.usp_published_lookuptotaldollarsbtusandrunningtotalco2,0,leaf,0,0,"report.usp_published_lookuptotaldollarsbtusandrunningtotalco2"
report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytype,1,leaf,0,0,"report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytype > audit.usp_addreportusagelog"
report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytype_corerepforselfac,1,leaf,0,0,"report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytype_corerepforselfac > audit.usp_addreportusagelog"
report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytype_upgrade,1,leaf,0,0,"report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytype_upgrade > audit.usp_addreportusagelog"
report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytypethreefiscalyears,1,leaf,0,0,"report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytypethreefiscalyears > audit.usp_addreportusagelog"
report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytypethreefiscalyears_updated,1,leaf,0,0,"report.usp_published_lookuptotaldollarsbtusandrunningtotalco2byenergytypethreefiscalyears_updated > audit.usp_addreportusagelog"
report.usp_published_monthlyfacilitydata_export,1,leaf,0,0,"report.usp_published_monthlyfacilitydata_export > audit.usp_addreportusagelog"
report.usp_published_nypareactivepoweraccountlisting,0,leaf,0,0,"report.usp_published_nypareactivepoweraccountlisting"
report.usp_published_partiallookupaccountbillingallinfo,1,leaf,0,0,"report.usp_published_partiallookupaccountbillingallinfo > audit.usp_addreportusagelog"
report.usp_published_partiallookupaccountbillingrevisedonly,1,leaf,0,0,"report.usp_published_partiallookupaccountbillingrevisedonly > audit.usp_addreportusagelog"
report.usp_published_partiallookupaccountbillingrevisedonly_upgrade,1,leaf,0,0,"report.usp_published_partiallookupaccountbillingrevisedonly_upgrade > audit.usp_addreportusagelog"
report.usp_published_partiallookupcurrentaccount,1,leaf,0,0,"report.usp_published_partiallookupcurrentaccount > audit.usp_addreportusagelog"
report.usp_published_usageanddemanddeviationreport,1,leaf,0,0,"report.usp_published_usageanddemanddeviationreport > audit.usp_addreportusagelog"
report.usp_published_usageanddemanddeviationreportdash,1,leaf,0,0,"report.usp_published_usageanddemanddeviationreportdash > audit.usp_addreportusagelog"
report.usp_report_agencycontactlist,0,leaf,0,0,"report.usp_report_agencycontactlist"
report.usp_report_getcustomagencylist,0,leaf,0,0,"report.usp_report_getcustomagencylist"
report.usp_reportparam_getuseragencyaccessinxml,0,leaf,0,0,"report.usp_reportparam_getuseragencyaccessinxml"
report.usp_reportparam_getuserfacilityaccessinxml,1,leaf,0,0,"report.usp_reportparam_getuserfacilityaccessinxml > audit.usp_addreportusagelog"
report.usp_sbmr_unassignedaccountagencyfacilitylisting,0,leaf,0,0,"report.usp_sbmr_unassignedaccountagencyfacilitylisting"
report.usp_sbmrsbyuserid,0,leaf,0,0,"report.usp_sbmrsbyuserid"
report.usp_temp_published_energyandghgemissionreport1,0,leaf,0,0,"report.usp_temp_published_energyandghgemissionreport1"
report.usp_temp_published_energycomparisonreportcitywide1,0,leaf,0,0,"report.usp_temp_published_energycomparisonreportcitywide1"
report.usp_userratebyyearandagency,0,leaf,0,0,"report.usp_userratebyyearandagency"
sbmr.usp_export_singlesbmrdata,0,leaf,0,0,"sbmr.usp_export_singlesbmrdata"
sbmr.usp_facilitiesbyagencyid,0,leaf,0,0,"sbmr.usp_facilitiesbyagencyid"
sbmr.usp_lookup_getaccountbin,0,leaf,0,0,"sbmr.usp_lookup_getaccountbin"
sbmr.usp_lookup_getaccountforgivenfacility,0,leaf,0,0,"sbmr.usp_lookup_getaccountforgivenfacility"
sbmr.usp_lookup_getagencydivisionlist,0,leaf,0,0,"sbmr.usp_lookup_getagencydivisionlist"
sbmr.usp_lookup_getcontacts,0,leaf,0,0,"sbmr.usp_lookup_getcontacts"
sbmr.usp_lookup_getenergysourcetype,0,leaf,0,0,"sbmr.usp_lookup_getenergysourcetype"
sbmr.usp_lookup_getsbmrfacility,0,leaf,0,0,"sbmr.usp_lookup_getsbmrfacility"
sbmr.usp_lookup_getsbmrutilitycompany,0,leaf,0,0,"sbmr.usp_lookup_getsbmrutilitycompany"
sbmr.usp_lookup_getserviceclassification,0,leaf,0,0,"sbmr.usp_lookup_getserviceclassification"
sbmr.usp_lookup_searchserviceaddressforfacility,0,leaf,0,0,"sbmr.usp_lookup_searchserviceaddressforfacility"
sbmr.usp_partial_getpartialsbmrlist,0,leaf,0,0,"sbmr.usp_partial_getpartialsbmrlist"
sbmr.usp_review_getbblinconsistencies,0,leaf,0,0,"sbmr.usp_review_getbblinconsistencies"
sbmr.usp_review_getrevieweremails,0,leaf,0,0,"sbmr.usp_review_getrevieweremails"
sbmr.usp_review_getsbmrdoeremail,0,leaf,0,0,"sbmr.usp_review_getsbmrdoeremail"
sbmr.usp_review_getsbmrrevieweremail,0,leaf,0,0,"sbmr.usp_review_getsbmrrevieweremail"
sbmr.usp_review_issbmrreviewer,0,leaf,0,0,"sbmr.usp_review_issbmrreviewer"
sbmr.usp_review_synchronizefacilityinformation,0,leaf,0,0,"sbmr.usp_review_synchronizefacilityinformation"
sbmr.usp_sbmr_getpendingsbmrslist,0,leaf,0,0,"sbmr.usp_sbmr_getpendingsbmrslist"
sbmr.usp_sbmr_getsbmrlist,0,leaf,0,0,"sbmr.usp_sbmr_getsbmrlist"
sbmr.usp_sbmr_getthenextsbmrreferecenumber,0,leaf,0,0,"sbmr.usp_sbmr_getthenextsbmrreferecenumber"
sbmr.usp_sbmr_getunassignedaccountslist,0,leaf,0,0,"sbmr.usp_sbmr_getunassignedaccountslist"
sbmr.usp_sbmr_processaccountwithunassignagencyfacility,0,leaf,0,0,"sbmr.usp_sbmr_processaccountwithunassignagencyfacility"
sbmr.usp_sbmr_terminatedaccounts,0,leaf,0,0,"sbmr.usp_sbmr_terminatedaccounts"
sbmr.usp_sbmrheader_byuseremail,0,leaf,0,0,"sbmr.usp_sbmrheader_byuseremail"
sbmr.usp_select_getarchiveddocument,0,leaf,0,0,"sbmr.usp_select_getarchiveddocument"
sbmr.usp_select_getlettercontent,0,leaf,0,0,"sbmr.usp_select_getlettercontent"
sbmr.usp_select_getsbmrletteraccountmeters,0,leaf,0,0,"sbmr.usp_select_getsbmrletteraccountmeters"
sbmr.usp_select_getsbmrrecorddetail,0,leaf,0,0,"sbmr.usp_select_getsbmrrecorddetail"
sbmr.usp_select_getutilitynumber,0,leaf,0,0,"sbmr.usp_select_getutilitynumber"
sbmr.usp_update_fixbblbininconsistency,0,leaf,0,0,"sbmr.usp_update_fixbblbininconsistency"
sbmr.usp_update_updatesbmraccounts,0,leaf,0,0,"sbmr.usp_update_updatesbmraccounts"
sbmr.usp_update_updatesbmrmeters,0,leaf,0,0,"sbmr.usp_update_updatesbmrmeters"
sbmr.usp_validation_getaccountmeterdiscrepancy,0,leaf,0,0,"sbmr.usp_validation_getaccountmeterdiscrepancy"
sbmr.usp_validation_getutilitycontactdiscrepancy,0,leaf,0,0,"sbmr.usp_validation_getutilitycontactdiscrepancy"
scheduler.usp_addcrystalreporttemplate,0,leaf,0,0,"scheduler.usp_addcrystalreporttemplate"
scheduler.usp_adddistributionlog,0,leaf,0,0,"scheduler.usp_adddistributionlog"
scheduler.usp_addreporttodistributionjob,1,leaf,0,0,"scheduler.usp_addreporttodistributionjob > scheduler.usp_updatereportparametermapping"
scheduler.usp_archivereport,1,leaf,0,0,"scheduler.usp_archivereport > contentmanagement.usp_insertdocumentendofmonth"
scheduler.usp_cleardistributionjoblog,0,leaf,0,0,"scheduler.usp_cleardistributionjoblog"
scheduler.usp_deletedistributionjob,0,leaf,0,0,"scheduler.usp_deletedistributionjob"
scheduler.usp_deletedistributionreport,0,leaf,0,0,"scheduler.usp_deletedistributionreport"
scheduler.usp_distributioncontactthatneedsmembership,0,leaf,0,0,"scheduler.usp_distributioncontactthatneedsmembership"
scheduler.usp_email_deletecustomemailattachment,0,leaf,0,0,"scheduler.usp_email_deletecustomemailattachment"
scheduler.usp_email_getallcustomemailattachmentdata,0,leaf,0,0,"scheduler.usp_email_getallcustomemailattachmentdata"
scheduler.usp_email_getcustomemailattachmentdata,0,leaf,0,0,"scheduler.usp_email_getcustomemailattachmentdata"
scheduler.usp_email_getcustomemailattachmentlist,0,leaf,0,0,"scheduler.usp_email_getcustomemailattachmentlist"
scheduler.usp_email_insertcustomemailattachment,0,leaf,0,0,"scheduler.usp_email_insertcustomemailattachment"
scheduler.usp_getarchivedjobreportforselectedcontact,0,leaf,0,0,"scheduler.usp_getarchivedjobreportforselectedcontact"
scheduler.usp_getarchivedreportlistforselectedagencyaccessfolder,0,leaf,0,0,"scheduler.usp_getarchivedreportlistforselectedagencyaccessfolder"
scheduler.usp_getbillingperiodsofallpublishedreportsofselectedagency,0,leaf,0,0,"scheduler.usp_getbillingperiodsofallpublishedreportsofselectedagency"
scheduler.usp_getcontactsbymassdistributionprofile,0,leaf,0,0,"scheduler.usp_getcontactsbymassdistributionprofile"
